Date,Text,Negative,Neutral,Positive,Compound,Sentiment
2023-04-16 21:41:43+00:00,"Susan Glasser, The New Yorker:

""Will Abortion Be Enough to Save Democrats in November? With Republicans strong on the economy, it’s not clear how much any other issue will matter.""

http",0.40451443,0.5431359,0.052349683,-0.35216474905610085,Negative
2023-04-16 21:41:41+00:00,"#CryptoGPT is the AI revolution. Download to participate in the AI2Earn economy

$GPT",0.012044225,0.46201357,0.5259422,0.5138979814946651,Positive
2023-04-16 21:41:41+00:00,"WARNING: YOUR MONEY IS VANISHING http via @user 

#inflation #personalfinance #economy",0.62171125,0.34840554,0.029883275,-0.591827979311347,Negative
2023-04-16 21:41:38+00:00,@user Hahahaha crashed the economy http,0.64478695,0.30969357,0.045519453,-0.5992675013840199,Negative
2023-04-16 21:41:36+00:00,At the Inaugural @user Business Forum downloading great minds.Join the 3.4 Trillion US dollar future African economy by Africans. Congratulations HE @user and your team.Also shared a light moment with @user President Madam @user .Future is #Africa http,0.0010599139,0.043658316,0.95528173,0.9542218205751851,Very Positive
2023-04-16 21:41:35+00:00,#CryptoGPT is the AI revolution. Download to participate in the AI2Earn economy $GPT,0.009210862,0.4245985,0.56619066,0.5569797977805138,Positive
2023-04-16 21:41:35+00:00,#CryptoGPT is the AI revolution. Download to participate in the AI2Earn economy $GPT,0.009210862,0.4245985,0.56619066,0.5569797977805138,Positive
2023-04-16 21:41:32+00:00,In-depth exchanges with China promote economic development of Uruguay http #China #Uruguay #Economy #Cooperation via @user,0.0027855034,0.3635001,0.6337144,0.6309288744814694,Positive
2023-04-16 21:41:30+00:00,#CryptoGPT is the AI revolution. Download to participate in the AI2Earn economy $GPT,0.009210862,0.4245985,0.56619066,0.5569797977805138,Positive
2023-04-16 21:41:30+00:00,cause investment send economy book peace it conference fund boy along likely technology water third  #淫水 HONGKONGDOLL  #旗袍 http,0.0349386,0.8606486,0.10441287,0.06947426870465279,Neutral
